"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M.APC.12h.2"	"GO:0030335"	"positive regulation of cell migration"	"29/606"	"395/16992"	0.000202967409543918	0.00788697525586074	0.0063044526069738	"91/708/728/29126/11151/3576/1906/2651/3554/3569/3685/3725/3958/3965/1902/4318/91663/4641/4851/5154/56034/7941/8613/6546/23075/7048/7124/8784/7422"	29
"M.APC.18h.1"	"GO:0030335"	"positive regulation of cell migration"	"39/674"	"395/16992"	1.60518208747811e-07	1.95916697940091e-05	1.69322254546167e-05	"91/708/57118/6347/6369/6351/6354/29126/1435/2919/6374/6372/3576/1906/3315/3554/3642/3685/3717/3958/3965/1902/4318/4851/5154/56034/7941/8613/5473/5788/388/5054/6546/8877/10253/23075/7048/7057/7074"	39
"M.APC.24h.1"	"GO:0030335"	"positive regulation of cell migration"	"41/1115"	"395/16992"	0.00243357845967519	0.0419350198241608	0.0368737439164043	"91/6868/154810/84904/506/596/650/708/719/728/57118/55604/55749/1230/729230/29126/1435/2919/58191/2920/3576/1729/2152/2335/2621/1839/3383/3676/3735/9585/3815/3965/91663/5025/56034/5979/6546/7046/8995/7422/7784"	41
"M.APC.24h.2"	"GO:0030335"	"positive regulation of cell migration"	"27/390"	"395/16992"	4.79233326815152e-07	9.56543688808723e-05	7.67440587380789e-05	"91/596/728/6347/6351/29126/2919/10563/58191/2920/6372/3576/4283/2335/2621/1839/3643/3673/3725/3735/1902/5293/5328/5743/10371/4088/8995"	27
"M.APC.24h.3"	"GO:0030335"	"positive regulation of cell migration"	"55/955"	"395/16992"	4.15456140343497e-10	1.22657315787295e-07	1.00198245612255e-07	"90/91/6868/538/10396/596/708/719/728/55604/6369/10344/6348/6351/6354/1236/1435/1601/1793/1906/2321/2621/2651/1839/3554/3569/3570/3676/3685/3690/3725/3958/3965/4323/4318/4641/4851/5031/5154/56034/7941/5328/8613/5473/5979/6239/4088/7046/7048/7057/7124/8764/8740/8995/22954"	55
"M.APC.24h.4"	"GO:0030335"	"positive regulation of cell migration"	"28/584"	"395/16992"	0.000253037126329489	0.0184545551626406	0.017010595753961	"91/596/719/728/6346/6366/1230/29126/6372/3576/23604/2152/2294/1839/3383/3676/3815/91663/4638/7941/83483/5724/5747/2185/6546/7060/8995/80139"	28
"M.APC.24h.5"	"GO:0030335"	"positive regulation of cell migration"	"55/833"	"395/16992"	2.24279372516223e-12	2.78611050508279e-09	2.18613367315814e-09	"91/25960/652/728/6346/6363/6347/6366/6351/729230/1236/29126/11151/1435/10563/3576/4283/23604/1906/2149/2321/2335/2294/2621/152007/1839/3315/3383/51561/3569/3676/9270/3725/3815/4318/8828/5293/7941/83483/5724/5743/5747/10371/5054/6546/6615/10253/6714/6776/7124/8995/22954/7422/7494/80149"	55
"M.APC.4h.1"	"GO:0030335"	"positive regulation of cell migration"	"13/216"	"395/16992"	0.00167930468239017	0.04276905209236	0.0354308951445939	"91/596/708/729230/29126/1906/1839/3965/5154/7941/5328/8613/7057"	13
"M.APC.5d.1"	"GO:0030335"	"positive regulation of cell migration"	"27/625"	"395/16992"	0.00155263024257744	0.0308668200361977	0.025423185258578	"91/708/728/6346/29126/11151/3576/1906/3569/3725/3958/3965/1902/4318/91663/4641/4851/5154/56034/7941/8613/6546/23075/7048/7124/8784/7422"	27
"M.Neutr.36h.1"	"GO:0030335"	"positive regulation of cell migration"	"23/315"	"395/16992"	1.39000936533899e-06	0.000563880465872517	0.000479106152006316	"91/719/29126/3576/2335/152007/1839/3091/3678/3735/3815/1902/4641/26012/5025/56034/5788/5979/6386/57698/6546/7046/7124"	23
"M.Neutr.72h.1"	"GO:0030335"	"positive regulation of cell migration"	"65/1988"	"395/16992"	0.002753753433982	0.0262910696392582	0.0210153883756138	"91/102/6868/9530/596/708/719/728/811/146206/6347/6348/6351/6354/1230/29126/11151/10488/1435/1436/1512/58191/3576/23604/1906/11116/2268/4303/152007/1839/3091/3383/3552/51561/3676/3717/3725/3735/3965/1902/4067/4780/4851/26012/5025/56034/57580/5724/5743/7803/5788/29108/5879/5979/56729/6386/10507/7046/7048/7057/7114/7124/8764/80149/7784"	65
"Musc.Skel.24h.1"	"GO:0030335"	"positive regulation of cell migration"	"55/833"	"395/16992"	2.24279372516223e-12	2.78611050508279e-09	2.18613367315814e-09	"91/25960/652/728/6346/6363/6347/6366/6351/729230/1236/29126/11151/1435/10563/3576/4283/23604/1906/2149/2321/2335/2294/2621/152007/1839/3315/3383/51561/3569/3676/9270/3725/3815/4318/8828/5293/7941/83483/5724/5743/5747/10371/5054/6546/6615/10253/6714/6776/7124/8995/22954/7422/7494/80149"	55
"E.Corn.6h.1"	"GO:0032496"	"response to lipopolysaccharide"	"11/133"	"304/16992"	2.73137648655107e-05	0.00393318214063354	0.00312935544276322	"19/654/1051/11221/2353/3553/5724/9536/7056/7099/117854"	11
"E.Pr.24h.1"	"GO:0032496"	"response to lipopolysaccharide"	"36/922"	"304/16992"	9.03068306722184e-06	0.00120017244392605	0.000991026842479566	"6347/7124/1234/4982/841/1906/133/654/2706/5054/942/4846/4129/5914/245928/5106/939/27242/1236/84957/5599/2353/7292/1051/5179/10221/5578/7056/623/4851/4435/10014/834/3576/57162/19"	36
"E.Pr.24h.2"	"GO:0032496"	"response to lipopolysaccharide"	"29/842"	"304/16992"	0.00057928344291325	0.0197721118329886	0.0164086863065219	"3569/6347/4982/1906/5054/3725/654/5743/27063/79931/2920/27242/2353/6374/5734/1267/29108/133/929/2149/8754/7056/11221/9536/4129/7035/3965/3620/6372"	29
"E.Pr.24h.3"	"GO:0032496"	"response to lipopolysaccharide"	"17/302"	"304/16992"	3.30313780249143e-05	0.0106225489682519	0.00915807737433466	"19/6347/129607/1906/55914/2149/2353/27086/2706/10804/55970/3148/57088/5054/6590/7056/7079"	17
"E.Pr.48h.1"	"GO:0032496"	"response to lipopolysaccharide"	"14/183"	"304/16992"	5.52954205475072e-06	0.00100188390104515	0.000847620591287446	"19/6347/129607/1543/1906/2149/2353/2706/10804/55970/3595/3569/57088/7056"	14
"E.Pr.6h.1"	"GO:0032496"	"response to lipopolysaccharide"	"13/198"	"304/16992"	5.97864075582526e-05	0.00198500120814626	0.0014064370803007	"19/133/1543/1906/2149/2353/3569/3656/57088/5054/7056/117854/7538"	13
"F.F.36h.1"	"GO:0032496"	"response to lipopolysaccharide"	"38/931"	"304/16992"	1.75345826513187e-06	0.000117120277298987	9.41903683110572e-05	"133/57379/27063/6347/6348/6352/1236/939/941/942/1051/2920/3576/2353/2643/2697/3148/3329/3383/3569/3394/3725/3726/100528032/10859/4049/9450/4067/4208/5578/10594/5732/26191/7099/7124/27242/943/7538"	38
"F.F.8h.1"	"GO:0032496"	"response to lipopolysaccharide"	"26/423"	"304/16992"	4.76868141591208e-08	2.15768808536445e-06	1.67184360228447e-06	"57379/27063/834/6348/1236/939/958/941/942/2353/2643/3148/3383/3394/3725/3726/10859/4049/9450/4067/4208/26191/26228/7124/27242/7538"	26
"L.Pbmc.24h.1"	"GO:0032496"	"response to lipopolysaccharide"	"17/264"	"304/16992"	5.77823162251077e-06	0.000269037761789385	0.00020939269150706	"3620/1906/29108/133/23328/9536/3965/23643/57817/6279/929/5724/654/7056/11009/948/10062"	17
"L.Pbmc.24h.2"	"GO:0032496"	"response to lipopolysaccharide"	"22/302"	"304/16992"	2.75699286499779e-08	3.0416118342961e-06	2.18766957058494e-06	"3620/5106/1906/1051/3569/79931/133/23328/9536/3965/23643/57817/929/1594/4283/5724/654/7056/958/948/3627/10062"	22
"L.Pbmc.6h.1"	"GO:0032496"	"response to lipopolysaccharide"	"12/90"	"304/16992"	6.82769927926556e-08	7.50801833861923e-06	5.31593018898309e-06	"1906/1051/29108/3569/114548/23328/57817/929/5724/5027/7056/948"	12
"L.Pbmc.8h.1"	"GO:0032496"	"response to lipopolysaccharide"	"21/196"	"304/16992"	5.3527548528212e-11	8.36635583495954e-08	6.17820599591416e-08	"639/11213/4055/57162/1906/29108/3569/133/23328/9536/942/57817/929/6556/3656/654/5027/7056/7133/948/3627"	21
"L.Pbmc.8h.2"	"GO:0032496"	"response to lipopolysaccharide"	"23/220"	"304/16992"	1.04699577670817e-11	5.17649513414822e-09	3.75582164119129e-09	"639/11213/57162/2920/1906/1051/29108/3569/7035/133/23328/9536/57817/929/6556/4283/3656/654/5027/7056/7133/948/3627"	23
"L.T.10d.1"	"GO:0032496"	"response to lipopolysaccharide"	"17/295"	"304/16992"	2.45336634288032e-05	0.00137723065157145	0.00104043079836025	"19/133/6352/941/942/10225/3576/2706/3458/3595/3569/3656/3717/3725/6622/7293/85363"	17
"M.APC.12h.1"	"GO:0032496"	"response to lipopolysaccharide"	"40/1114"	"304/16992"	1.98224517454719e-05	0.00194073022843875	0.00167122756026868	"19/29/133/55122/728/836/842/6347/6352/1236/4064/958/941/942/129607/64506/10563/3576/1906/2353/27086/2706/3248/3329/3569/11213/3717/3965/4851/5106/5467/5732/26191/5054/7035/7056/7124/27242/117854/7412"	40
"M.APC.12h.2"	"GO:0032496"	"response to lipopolysaccharide"	"28/606"	"304/16992"	4.60864860077579e-06	0.000551028933985064	0.00044046490405795	"613/728/958/941/942/1053/129607/3576/1906/3148/3329/3569/3725/3965/11019/4258/4851/5467/26191/5914/6622/7056/7079/7099/7124/8784/27242/57539"	28
"M.APC.24h.1"	"GO:0032496"	"response to lipopolysaccharide"	"34/1115"	"304/16992"	0.00164612729458955	0.0316514051237682	0.0278312926051312	"19/6868/728/929/4064/1604/942/1051/129607/1524/2919/58191/2920/3576/2697/55970/3383/3553/11213/3965/10859/4360/5027/57088/10594/5732/6556/6590/63826/7056/7097/8792/7133/27242"	34
"M.APC.24h.10"	"GO:0032496"	"response to lipopolysaccharide"	"9/107"	"304/16992"	0.000128993143823621	0.00534337700855814	0.00441637543260533	"8771/57162/29108/9536/942/5724/5027/958/2919"	9
"M.APC.24h.2"	"GO:0032496"	"response to lipopolysaccharide"	"29/390"	"304/16992"	9.4487617258746e-11	9.75995424356632e-08	7.83046828401578e-08	"730249/27063/654/728/6347/929/4064/942/1051/1524/2919/10563/58191/2920/6372/3576/4283/2706/3553/3725/5743/6556/7056/7097/7099/27242/10221/7412/57539"	29
"M.APC.24h.3"	"GO:0032496"	"response to lipopolysaccharide"	"39/955"	"304/16992"	1.24746395522482e-06	9.07394433517878e-05	7.41246698032138e-05	"6868/654/728/6348/1236/929/4064/958/941/1051/1439/1906/2643/3248/3329/3586/10068/3569/3656/3394/3725/3965/11019/4258/4851/5473/639/5734/26191/6279/6556/6622/7035/7056/7079/7099/7124/8764/57539"	39
"M.APC.24h.4"	"GO:0032496"	"response to lipopolysaccharide"	"22/584"	"304/16992"	0.000860456908523236	0.0416064697851877	0.0383510104701952	"19/728/4064/129607/1524/6372/3576/2353/2697/55970/57817/3383/3726/639/5724/6279/6556/7056/7128/3604/10221/7538"	22
"M.APC.24h.5"	"GO:0032496"	"response to lipopolysaccharide"	"39/833"	"304/16992"	3.75742576118471e-08	4.24332922893791e-06	3.32954665536559e-06	"133/654/728/6347/1236/4064/1604/941/1268/1524/10563/3576/4283/1906/2149/55970/57817/3383/3569/3656/3725/3726/23643/4790/5724/5743/26191/6279/5054/6714/7056/148022/7124/7128/7133/7412/7494/80149/7538"	39
"M.APC.24h.6"	"GO:0032496"	"response to lipopolysaccharide"	"18/447"	"304/16992"	0.00120453144324826	0.0305027752904005	0.0252446709662808	"19/128/929/948/942/6372/11221/2672/3587/3965/23643/4792/5027/5724/949/6590/7056/7538"	18
"M.APC.4h.2"	"GO:0032496"	"response to lipopolysaccharide"	"7/58"	"304/16992"	7.53515323710839e-05	0.0118829366549199	0.0100415831559781	"128/654/929/11221/4792/7056/7538"	7
"M.APC.5d.1"	"GO:0032496"	"response to lipopolysaccharide"	"28/625"	"304/16992"	8.21391467621996e-06	0.000830676762473375	0.000684179620627932	"613/728/958/941/942/1053/129607/3576/1906/3148/3329/3569/3725/3965/11019/4258/4851/5467/26191/6622/7035/7056/7079/7099/7124/8784/27242/57539"	28
"M.APC.90min.1"	"GO:0032496"	"response to lipopolysaccharide"	"3/11"	"304/16992"	0.000841034499379655	0.0436281724068105	0.0258728969054473	"3576/929/7056"	3
"M.Neutr.72h.1"	"GO:0032496"	"response to lipopolysaccharide"	"73/1988"	"304/16992"	1.12392338241434e-09	2.72526987118468e-07	2.17840527438202e-07	"19/6868/128/133/55122/654/728/834/842/6347/6348/929/1604/941/942/79577/23097/1051/1053/129607/1269/1439/1511/58191/3576/1906/55914/2353/2643/3329/3383/3454/3553/3656/11213/3717/3725/3726/3965/11019/10859/4055/23643/4067/9261/4282/9112/4851/9572/54623/57162/639/5617/5724/5734/5743/26191/29108/84957/6279/59307/6556/6590/6770/7097/7099/7124/7128/8764/3604/57539/80149/7538"	73
"Musc.Skel.24h.1"	"GO:0032496"	"response to lipopolysaccharide"	"39/833"	"304/16992"	3.75742576118471e-08	4.24332922893791e-06	3.32954665536559e-06	"133/654/728/6347/1236/4064/1604/941/1268/1524/10563/3576/4283/1906/2149/55970/57817/3383/3569/3656/3725/3726/23643/4790/5724/5743/26191/6279/5054/6714/7056/148022/7124/7128/7133/7412/7494/80149/7538"	39
"O.Test.24h.2"	"GO:0032496"	"response to lipopolysaccharide"	"7/49"	"304/16992"	2.46983097470897e-05	0.0217897525949132	0.019682664154639	"623/6374/2326/2353/3248/7056/7538"	7
"E.Br.20h.1"	"GO:0060326"	"cell chemotaxis"	"97/4773"	"250/16992"	0.000147439478678683	0.0350508524597434	0.0312851512322295	"6868/185/199/301/566/9564/27202/57118/6356/6357/6360/6361/6362/6363/6367/6368/6369/6370/10850/6351/6352/6354/6355/1236/1435/6376/1525/2919/10563/9547/2921/6374/3576/3577/3579/2833/1588/23604/1906/1908/63916/2155/8823/2249/2321/2357/2358/2359/63940/26585/3273/3315/3603/23765/84818/51561/3565/3569/3672/3680/3735/3929/3958/3965/1902/1432/79148/4354/4851/3164/11240/5144/5156/5228/5293/23396/7941/5473/5588/25865/2185/5872/6223/1901/7857/9037/5054/6441/23075/6850/7057/7060/8995/54210/7409/7412/7422"	97
"E.Pan.3d.1"	"GO:0060326"	"cell chemotaxis"	"19/681"	"250/16992"	0.00584043996622649	0.0357554493995362	0.0260274338044573	"196527/2047/2247/2277/23604/2621/301/5054/5159/6288/6289/7057/708/7412/7423/7474/80310/8829/9037"	19
"E.Pr.24h.1"	"GO:0060326"	"cell chemotaxis"	"25/922"	"250/16992"	0.0024013016767004	0.0398552677627931	0.0329099708687965	"6347/1234/1906/10451/5054/57118/3672/4856/3577/9732/1236/1839/6376/4354/23075/4233/51176/2357/1907/4851/7074/79148/3576/6355/5155"	25
"E.Pr.24h.2"	"GO:0060326"	"cell chemotaxis"	"23/842"	"250/16992"	0.00325604548316995	0.0493867083255279	0.0409855563973305	"3569/6347/7057/51561/1906/101/5054/4233/1525/2920/6288/6376/6374/719/27237/9547/63940/11240/3219/3965/2150/6372/54210"	23
"F.Co.48h.1"	"GO:0060326"	"cell chemotaxis"	"9/125"	"250/16992"	9.70752446007142e-05	0.00834847103566142	0.0069750360935328	"6356/6347/6354/6355/9023/6387/3082/4856/7422"	9
"F.F.36h.1"	"GO:0060326"	"cell chemotaxis"	"30/931"	"250/16992"	4.59718650101975e-05	0.00141385169748343	0.001137046591712	"101/683/727/6356/6363/6347/6367/6348/6352/1236/11151/2920/3576/2047/1880/1839/3148/3315/3569/3735/100528032/4067/80310/5156/5159/2185/5872/6850/7409/7422"	30
"F.F.8h.1"	"GO:0060326"	"cell chemotaxis"	"16/423"	"250/16992"	0.000551984847035546	0.00649215205412449	0.00503032062436063	"6367/6348/1235/1236/11151/2047/1880/1839/3148/3735/4067/5580/2185/26228/6850/7409"	16
"L.Pbmc.24h.1"	"GO:0060326"	"cell chemotaxis"	"17/264"	"250/16992"	3.97128011406252e-07	2.76977320896478e-05	2.15572068111134e-05	"57175/6369/3315/1906/54210/7941/1902/199/3965/6279/2358/6283/972/6363/6357/2621/5025"	17
"L.Pbmc.24h.2"	"GO:0060326"	"cell chemotaxis"	"19/302"	"250/16992"	1.16454286549281e-07	1.01586053220082e-05	7.306544343349e-06	"57175/6369/1240/3315/1906/6368/54210/3569/7941/1902/199/4233/3965/2358/4283/972/6363/6357/3627"	19
"L.Pbmc.6h.1"	"GO:0060326"	"cell chemotaxis"	"6/90"	"250/16992"	0.00212252620673248	0.0241925748240006	0.0171291588613499	"1906/54210/3569/1902/2358/6355"	6
"L.Pbmc.8h.1"	"GO:0060326"	"cell chemotaxis"	"12/196"	"250/16992"	3.44862459764159e-05	0.00141847374897732	0.00104748389787092	"1906/7057/54210/8829/3569/7941/1902/101/2358/23075/3627/5025"	12
"L.Pbmc.8h.2"	"GO:0060326"	"cell chemotaxis"	"18/220"	"250/16992"	4.48642600567836e-09	1.54781697195903e-06	1.12302326752665e-06	"2920/1906/7057/54210/8829/3569/1902/101/6351/2358/4283/6283/26585/6355/23075/3627/5580/5025"	18
"L.T.10d.1"	"GO:0060326"	"cell chemotaxis"	"14/295"	"250/16992"	0.000125783871034018	0.00437172677964526	0.00330262703518055	"301/57118/6351/6352/3576/2833/2207/3458/3603/3565/3569/5872/7057/54210"	14
"M.APC.12h.1"	"GO:0060326"	"cell chemotaxis"	"37/1114"	"250/16992"	2.71327549434183e-06	0.000605549375038422	0.00052145877352661	"30817/708/719/728/57118/6357/6361/6362/6347/6367/6368/6352/6354/1236/1435/10563/3576/1588/1906/2321/2357/2358/2359/3146/23765/3569/3672/3965/4851/7941/25865/5872/5054/23075/54210/7412/7422"	37
"M.APC.12h.2"	"GO:0060326"	"cell chemotaxis"	"26/606"	"250/16992"	1.07092120610159e-06	0.000262826609686933	0.000210090415003088	"30817/708/728/6367/6355/9023/11151/3576/1906/63916/2207/2357/2359/3148/23765/3569/3958/3965/1902/4851/7941/5872/23075/54210/7409/7422"	26
"M.APC.18h.1"	"GO:0060326"	"cell chemotaxis"	"37/674"	"250/16992"	4.27753375666877e-12	1.83293637020605e-09	1.58412693714274e-09	"683/708/57118/6362/6347/6367/6369/6351/6354/6355/1435/2919/6374/6372/3576/1588/1906/2357/2359/26585/3269/3315/3680/3958/3965/1902/4851/11240/7941/5473/5054/23075/7057/7074/54210/7409/10451"	37
"M.APC.24h.1"	"GO:0060326"	"cell chemotaxis"	"32/1115"	"250/16992"	0.000220300220627013	0.00653032796858646	0.00574216113915022	"6868/708/719/727/728/27202/57118/56477/1230/729230/1435/1441/2919/58191/2920/3576/7852/1588/2357/2621/1839/3269/3553/3735/3815/3965/5025/8792/8995/54210/7409/7422"	32
"M.APC.24h.2"	"GO:0060326"	"cell chemotaxis"	"27/390"	"250/16992"	2.51644551306223e-11	9.75995424356632e-08	7.83046828401578e-08	"728/6357/6347/6351/6355/2919/10563/58191/2920/6372/3576/4283/7852/1588/2359/2621/1880/1839/3269/3553/3735/1902/5293/6850/8995/54210/7412"	27
"M.APC.24h.3"	"GO:0060326"	"cell chemotaxis"	"43/955"	"250/16992"	4.3867584844518e-11	2.20171408334636e-08	1.79857097862524e-08	"6868/708/719/728/6361/6367/6369/10344/6348/6351/6354/6355/1236/9023/1435/1441/3577/1588/1906/63916/2867/2321/2359/2621/1839/3586/3569/3570/3958/3965/4851/5294/7941/5473/5800/6283/6279/6280/7057/8740/8995/54210/7409"	43
"M.APC.24h.4"	"GO:0060326"	"cell chemotaxis"	"25/584"	"250/16992"	1.81832269352012e-06	0.000505252163489571	0.000465719180505327	"683/719/728/27202/6346/6366/1230/1525/6372/3576/23604/2047/1839/3680/3815/11240/7941/57449/2185/6283/6279/6280/7060/8995/54210"	25
"M.APC.24h.5"	"GO:0060326"	"cell chemotaxis"	"46/833"	"250/16992"	5.57454763447034e-15	1.38499635978416e-11	1.0867433914778e-11	"301/728/27202/6346/6363/6347/6366/6367/6351/6355/729230/1236/11151/1435/1525/10563/3576/4283/7852/23604/1906/2047/2321/2621/1839/3269/80270/3315/51561/3569/3815/3164/11240/5293/5294/7941/57449/6279/6280/5054/8995/54210/7226/7409/7412/7422"	46
"M.APC.24h.6"	"GO:0060326"	"cell chemotaxis"	"18/447"	"250/16992"	0.000116113698503892	0.00876865769594572	0.00725710615649327	"27237/1230/1441/6372/2833/7852/2047/2841/3815/3958/3965/23396/7857/23075/6850/7060/54210/7409"	18
"M.APC.24h.8"	"GO:0060326"	"cell chemotaxis"	"5/70"	"250/16992"	0.00368380652803059	0.0478212662249897	0.0347077288216007	"6369/101/2358/6283/6357"	5
"M.APC.4h.1"	"GO:0060326"	"cell chemotaxis"	"14/216"	"250/16992"	3.97873961516047e-06	0.000853041773490404	0.00070667999761201	"708/6357/6367/6355/729230/1588/1906/2867/1839/3586/3965/7941/5800/7057"	14
"M.APC.5d.1"	"GO:0060326"	"cell chemotaxis"	"27/625"	"250/16992"	5.73813799503532e-07	0.000127113418823354	0.000104695851137487	"30817/708/728/6346/6367/6355/9023/11151/3576/1906/63916/2207/2357/2359/3148/23765/3569/3958/3965/1902/4851/7941/5872/23075/54210/7409/7422"	27
"M.Neutr.36h.1"	"GO:0060326"	"cell chemotaxis"	"16/315"	"250/16992"	1.82479534424078e-05	0.00317253704848718	0.00269557487693111	"566/683/719/1269/3576/2867/1839/3735/3815/1902/5025/6283/6279/6289/54210/7409"	16
"M.Neutr.72h.1"	"GO:0060326"	"cell chemotaxis"	"54/1988"	"250/16992"	5.29364472669677e-06	0.000289437810203803	0.000231357950645622	"102/6868/30817/566/683/708/719/728/811/6347/6367/6348/6351/6354/1230/1269/11151/10488/1435/1441/58191/3576/3579/1588/23604/1906/63916/2207/2867/2357/2358/1839/23765/3553/51561/3735/3965/1902/4067/4851/5025/5294/57580/5580/5879/391/6283/6279/6280/6850/7057/7114/54210/7409"	54
"Musc.Skel.24h.1"	"GO:0060326"	"cell chemotaxis"	"46/833"	"250/16992"	5.57454763447034e-15	1.38499635978416e-11	1.0867433914778e-11	"301/728/27202/6346/6363/6347/6366/6367/6351/6355/729230/1236/11151/1435/1525/10563/3576/4283/7852/23604/1906/2047/2321/2621/1839/3269/80270/3315/51561/3569/3815/3164/11240/5293/5294/7941/57449/6279/6280/5054/8995/54210/7226/7409/7412/7422"	46
"O.Test.24h.1"	"GO:0060326"	"cell chemotaxis"	"6/48"	"250/16992"	6.98610938907892e-05	0.0224381628337504	0.0182618803583559	"6356/1588/2359/3965/6279/54210"	6
"E.Pan.3d.1"	"GO:0045785"	"positive regulation of cell adhesion"	"30/681"	"385/16992"	0.000414443853539796	0.00516946678278917	0.00376300554888653	"1326/151887/1540/1803/2113/2294/288/301/3280/3479/3566/3717/3956/5058/5212/6288/64094/6422/6423/6809/7037/7048/7052/708/7168/7412/7474/857/9265/961"	30
"E.Pan.7d.1"	"GO:0045785"	"positive regulation of cell adhesion"	"57/1573"	"385/16992"	0.000255575155784079	0.00504783999023356	0.00400917439892334	"10276/10370/11151/1295/1326/151887/1540/1803/2041/2113/2294/2534/288/301/3280/342184/3479/3485/3572/3678/3685/3717/3956/4651/4690/4814/4860/5058/54518/5578/5777/5795/6239/64094/6422/6423/6714/6809/6885/7010/7042/7048/7052/7168/7402/7412/7494/80173/80381/857/8613/8826/9265/948/960/961/9780"	57
"E.Pr.24h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"43/922"	"385/16992"	5.72777881896977e-06	0.000927178852508891	0.000765605922103919	"6347/3123/7124/22890/3117/55604/10551/10451/7402/942/126259/3479/5914/4602/201163/3113/3127/3125/939/1236/6376/283234/5788/3559/3718/7292/604/64926/3126/3122/5578/961/2041/10125/100133941/3575/59067/55612/3673/3115/3952/50943/10370"	43
"E.Pr.24h.2"	"GO:0045785"	"positive regulation of cell adhesion"	"41/842"	"385/16992"	3.37771114479263e-06	0.00076554649730514	0.000635319708559322	"3569/6347/51561/1803/101/151887/1398/7052/2335/3037/8440/54361/6657/29126/10562/10085/9655/6288/6093/8613/6376/55615/29108/3685/6188/2113/84433/8754/7168/11221/79679/1307/1021/2651/3965/857/6385/7525/1948/4179/51144"	41
"E.Pr.6h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"12/198"	"385/16992"	0.00190858207941687	0.0188893491095228	0.013383710247304	"29126/1435/3491/1948/3170/3280/3569/10276/4814/4088/11078/7424"	12
"F.F.36h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"53/931"	"385/16992"	5.33670092483331e-10	1.0438587008974e-07	8.39491143375884e-08	"100/101/151888/84433/6363/6347/6352/1236/939/29126/941/9308/942/1307/11151/9265/1793/1803/1948/2064/2199/9402/3109/3113/3117/3118/3122/3127/3329/3383/29851/23308/3569/100528032/3932/3956/10859/4067/146850/4860/9647/5578/2185/5777/5788/64926/10125/4088/6850/7124/10673/7409/7422"	53
"F.F.8h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"32/423"	"385/16992"	2.62137233144091e-09	1.86699962717069e-07	1.44660917549887e-07	"100/151888/1236/939/29126/941/9308/942/11151/1793/9402/3109/3113/3115/3117/3118/3122/3127/3383/10859/4067/146850/2185/5777/5788/64926/10125/6850/7037/7124/10673/7409"	32
"L.Pbmc.24h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"21/264"	"385/16992"	6.75703987490473e-07	4.14392945431657e-05	3.22522955916505e-05	"29108/199/3965/3125/3956/920/1326/5724/3115/3126/10673/972/3109/64127/5058/6363/3113/948/10148/3117/4814"	21
"L.Pbmc.24h.2"	"GO:0045785"	"positive regulation of cell adhesion"	"24/302"	"385/16992"	1.08834787417189e-07	9.71998303813989e-06	6.99106667043246e-06	"3119/2534/3569/199/3965/3125/3956/920/5724/3115/3126/10673/972/3109/64127/5058/6363/3113/8651/948/54518/10148/3117/4814"	24
"L.Pbmc.2M.1"	"GO:0045785"	"positive regulation of cell adhesion"	"8/69"	"385/16992"	0.000161609015479739	0.00685222225634092	0.00551549832947225	"3569/114548/3606/6281/960/3586/301/10859"	8
"L.Pbmc.6h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"7/90"	"385/16992"	0.00432986833385458	0.035168830431863	0.024900718002022	"29108/3569/114548/5724/64127/948/100"	7
"L.Pbmc.8h.2"	"GO:0045785"	"positive regulation of cell adhesion"	"15/220"	"385/16992"	0.000154486016474232	0.00328854559875948	0.00238601416745997	"3119/7037/1803/29108/3569/7052/101/3125/3956/3109/64127/1493/948/100/3117"	15
"L.T.10d.1"	"GO:0045785"	"positive regulation of cell adhesion"	"21/295"	"385/16992"	3.99971972645979e-06	0.000370474039663338	0.00027987512506991	"301/151888/6352/51744/29126/940/959/941/942/1493/25975/2625/3280/3113/3458/80173/3565/3569/3717/4088/10673"	21
"M.APC.12h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"44/1114"	"385/16992"	0.000228073850548155	0.0107588655499489	0.00926481813949204	"100/708/84433/6347/6352/1236/941/942/1435/1493/10563/9093/1793/2651/3280/3109/3113/3119/3120/3146/3329/10808/3485/3569/3685/3717/3965/10892/8440/10276/64127/5062/4860/25865/5788/6251/4088/6777/7037/7048/7052/7124/7412/7422"	44
"M.APC.12h.2"	"GO:0045785"	"positive regulation of cell adhesion"	"34/606"	"385/16992"	1.16409688317309e-06	0.000271275672490493	0.000216844172215501	"708/29126/80381/941/942/11151/9093/10211/2651/3109/3113/3119/3329/23308/3569/3685/3956/3965/91663/8440/10276/4814/64127/5062/8613/5590/5914/7037/7048/7052/7124/8784/7409/7422"	34
